product_id,product_brand,product_name,product_sku,product_retail_price,product_cost,product_weight,recyclable,low_fat
827,cRYSTAL sPRINGS,Crystal Springs Classic Tomatoes,CS-00827-O,3.65,2.31,2.83,Y,0
828,bLUEpEAK,BluePeak Original Bacon,B-00828-W,9.1,5.84,3.42,1,0
829,Silver Creek,Silver Creek Lite Onions,SC-00829-T,1.78,0.73,2.79,Yes,0
830,natures best,Natures Best Fresh Bar Soap,NB-00830-O,4.43,2.94,0.24,yes,0
831,Prime Select,Prime Select Lite Donuts,PS-00831-N,2.3,1.28,1.39,0,0
832,GreenLeaf,GreenLeaf Original Croissants,G-00832-T,4.18,2.2,0.55,Y,0
833,Value Plus,Value Plus Lite Soda,VP-00833-W,5.58,3.03,1.82,no,0
834,EcoHarvest,EcoHarvest Value Pack Bar Soap,E-00834-O,12.66,,0.85,0,False
835,Pure Origins,Pure Origins Lite Coffee,PO-00835-L,3.63,2.46,1.35,False,No
836,WHOLESOME CO,Wholesome Co Gourmet Shrimp,WC-00836-Q,10.27,4.86,1.07,0,0
837,GreenLeaf,GreenLeaf Fresh Sour Cream,G-00837-T,$2.12,0.77,1.09,N,False
838,hERITAGE fOODS,Heritage Foods Original Cod,HF-00838-X,8.83,6.0,0.66,0,0
839,  Crystal Springs  ,Crystal Springs Low Sodium Potato Chips,CS-00839-N,1.67,1.03,0.63,True,0
840,  SUNRISE ORGANICS,Sunrise Organics Extra Crunchy Crackers,SO-00840-Y,1.72,1.03,,1,0
841,Sunrise Organics,Sunrise Organics Extra Crunchy Sour Cream,SO-00841-T,2.7,1.86,0.92,0,
842,Coastal Fresh,Coastal Fresh Mini Potato Chips,CF-00842-M,3.59,4.48,0.98,1,0.0
843,Sunrise Organics,Sunrise Organics Mini Sour Cream,SO-00843-K,3.07,2.0,1.79,1,0
844,Farmhouse Select,Farmhouse Select Fresh Coffee,FS-00844-M,7.44,4.03,1.6,0,0
845,GreenLeaf,GreenLeaf Traditional Cheese,G-00845-H,4.65,1.94,2.34,0,0
846,Crystal Springs,Crystal Springs Mini Tea,CS-00846-A,4.68,2.4,2.16,0,0.0
847,EcoHarvest,EcoHarvest Low Sodium Pretzels,e-00847-m,$4.40,1.68,0.92,yes,N
848,Sunrise Organics,Sunrise Organics Original Tilapia,SO-00848-N,7.54,4.7,1.8,no,0
849,BluePeak,BluePeak Fresh Vitamins,B-00849-T,2.61,1.66,,yes,0
850,American Classic,American Classic Family Size Sour Cream,AC-00850-Y,2.23,1.52,1.61,False,False
851,truetaste,TrueTaste Original Bagels,T-00851-F,1.77,0.65,1.32,1,N
852,gOLDEN vALLEY,Golden Valley Low Sodium Waffles,GV-00852-S,5.01,,0.82,1,0
853,Everyday Basics,Everyday Basics Jumbo Yogurt,EB-00853-C,3.31,2.17,2.02,1,0
854,EcoHarvest,EcoHarvest Traditional Ice Cream,E-00854-D,6.16,3.52,1.25,0,False
855,everyday basics,Everyday Basics Traditional Bar Soap,EB-00855-C,9.79,5.42,0.84,no,0
856,Northern Mills,Northern Mills Original Frozen Vegetables,NM-00856-R,3.37,1.37,1.29,N,0
857,Urban Pantry,Urban Pantry Family Size Potato Chips,UP-00857-Q,2.37,1.35,0.86,1,0
858,Value Plus,Value Plus Family Size Frozen Fries,VP-00858-D,$7.24,2.67,1.21,1,0.0
859,Pure Origins,Pure Origins Family Size Cod,PO-00859-C,7.55,4.82,1.66,1,0
860,Premium Choice,Premium Choice Lite Sausage,PC-00860-K,5.17,2.82,3.3,Y,0
861,Everyday Basics,Everyday Basics Fresh Cookies,EB-00861-X,4.38,2.81,0.98,0,no
862,EcoHarvest,EcoHarvest Value Pack Tuna,E-00862-Q,13.21,6.58,1.2,0.0,False
863,Hilltop Farms  ,Hilltop Farms Extra Crunchy Bananas,HF-00863-K,3.58,2.47,2.5,No,False
864,EcoHarvest,EcoHarvest Low Sodium Ice Cream,E-00864-T,4.3,1.81,2.13,True,0
865,Natures Best,Natures Best Gourmet Bottled Water,NB-00865-H,$1.10,0.44,2.91,1,0
866,Family Choice,Family Choice Extra Crunchy Milk,FC-00866-H,1.25,0.83,1.37,False,0.0
867,GreenLeaf,GreenLeaf Fresh Rolls,G-00867-W,2.09,0.79,0.94,1,N
868,Meadowbrook,Meadowbrook Deluxe Tea,M-00868-H,3.48,1.65,1.65,0,0
869,Premium Choice,Premium Choice Original Lettuce,PC-00869-A,$3.73,2.16,1.08,N,0
870,Meadowbrook,Meadowbrook Deluxe Toothpaste,M-00870-G,3.09,1.12,0.51,,0
871,Golden Valley,Golden Valley Deluxe Pretzels,GV-00871-K,2.01,0.72,0.44,0,1
872,vALUE pLUS,Value Plus Lite Tuna,VP-00872-P,4.58,1.89,2.37,0,0
873,EcoHarvest,EcoHarvest Organic Vitamins,E-00873-C,3.07,1.62,0.42,no,0
874,  Coastal Fresh,Coastal Fresh Lite Sausage,CF-00874-B,5.69,2.33,1.66,0,No
875,TrueTaste,TrueTaste Classic Bagels,T-00875-M,2.16,0.92,0.98,1.0,0
876,TrueTaste,TrueTaste Jumbo Potato Chips,T-00876-A,4.52,1.66,,1,1
877,Northern Mills,Northern Mills Organic Tuna,NM-00877-O,8.59,3.67,1.68,0.0,no
878,GOLDEN HARVEST,Golden Harvest Traditional Crackers,GH-00878-N,2.86,1.62,0.28,1,0
879,Sunrise Organics,Sunrise Organics Gourmet Cream,SO-00879-A,5.31,2.83,1.44,0,0
880,Coastal Fresh,Coastal Fresh Jumbo Juice,CF-00880-Y,5.95,4.02,2.86,,0
881,Farmhouse Select,Farmhouse Select Mini Sour Cream,FS-00881-T,4.06,2.69,1.08,No,
882,Meadowbrook,Meadowbrook Organic Tea,M-00882-G,4.9,2.04,2.17,yes,0
883,EcoHarvest,EcoHarvest Extra Crunchy Toothpaste,E-00883-Y,2.45,0.95,0.88,0,0
884,MEADOWBROOK  ,Meadowbrook Value Pack Carrots,M-00884-A,3.34,1.91,1.95,1,0
885,GreenLeaf,GreenLeaf Gourmet Crackers,G-00885-H,4.46,2.06,0.27,0,0
886,Heritage Foods,Heritage Foods Extra Crunchy Cookies,HF-00886-W,3.89,2.27,0.73,0,0
887,uRBAN pANTRY,Urban Pantry Family Size Toothpaste,UP-00887-T,3.37,1.42,0.6,1.0,0
888,Heritage Foods,Heritage Foods Jumbo Sausage,HF-00888-A,8.23,5.63,2.6,Y,0
889,Coastal Fresh,Coastal Fresh Lite Crab Legs,CF-00889-V,8.04,4.35,1.97,1,False
890,Value Plus,Value Plus Traditional Tilapia,VP-00890-K,11.54,6.3,0.56,1,0
891,Golden Harvest,Golden Harvest Jumbo Cheese,GH-00891-W,4.75,1.86,1.56,1,0
892,Prime Select,Prime Select Classic Rolls,PS-00892-P,5.4,2.43,0.74,0,0
893,Natures Best,Natures Best Low Sodium Sports Drink,NB-00893-S,1.21,0.55,2.37,no,0
894,Silver Creek,Silver Creek Deluxe Shrimp,SC-00894-L,15.3,,0.53,0,False
895,Wholesome Co,Wholesome Co Value Pack Lotion,WC-00895-W,9.19,5.83,0.53,1,0
896,Heritage Foods,Heritage Foods Family Size Yogurt,HF-00896-Y,5.2,2.34,1.44,0,0
897,Northern Mills,Northern Mills Low Sodium Toothpaste,NM-00897-F,$7.55,5.16,0.85,True,0
898,Meadowbrook,Meadowbrook Lite Bagels,M-00898-S,1.63,1.13,1.0,no,0.0
899,Golden Harvest,Golden Harvest Low Sodium Lotion,GH-00899-L,6.72,4.11,0.37,1,no
900,Wholesome Co,Wholesome Co Reduced Fat Potato Chips,WC-00900-D,3.28,1.52,0.79,N,0
901,Northern Mills,Northern Mills Mini Soda,NM-00901-D,2.84,1.49,1.96,0,0
902,Everyday Basics,Everyday Basics Low Sodium Chicken Breast,EB-00902-J,10.15,4.13,2.36,0.0,0
903,Hilltop Farms,Hilltop Farms Classic Salmon Fillet,HF-00903-R,7.26,3.82,1.13,0,0
904,MEADOWBROOK,Meadowbrook Lite Chicken Breast,M-00904-S,5.72,2.96,3.2,yes,No
905,Farmhouse Select,Farmhouse Select Original Pretzels,FS-00905-F,4.25,2.91,0.55,0.0,0
906,Urban Pantry,Urban Pantry Family Size Tilapia,UP-00906-C,$8.87,3.94,2.43,0,0
907,Crystal Springs,Crystal Springs Family Size Carrots,CS-00907-Z,0.87,0.41,2.92,,0
908,Value Plus,Value Plus Original Ice Cream,VP-00908-B,2.44,2.62,1.03,0,0
909,Sunrise Organics,Sunrise Organics Original Cheese,so-00909-w,6.23,2.64,1.79,1,no
910,American Classic,American Classic Organic Milk,AC-00910-R,5.13,2.36,2.45,Y,1
911,Golden Harvest,Golden Harvest Traditional Yogurt,GH-00911-M,2.35,1.58,2.17,1,1
912,nORTHERN mILLS,Northern Mills Low Sodium Ham,NM-00912-O,5.18,,2.79,,0
913,fARMHOUSE sELECT,Farmhouse Select Fresh Cheese,FS-00913-Z,5.61,2.83,2.12,No,False
914,Coastal Fresh,Coastal Fresh Mini Lotion,CF-00914-S,4.48,1.97,0.88,0,0
915,Value Plus,Value Plus Family Size Ham,VP-00915-K,8.94,4.23,2.11,Yes,0
916,nATURES bEST,Natures Best Deluxe Soda,NB-00916-I,4.21,2.44,2.54,0,no
917,Silver Creek,Silver Creek Organic Pretzels,SC-00917-Q,3.57,1.33,0.71,no,0
918,Wholesome Co,Wholesome Co Jumbo Yogurt,WC-00918-Y,1.73,0.79,2.43,0.0,1
919,Natures Best,Natures Best Extra Crunchy Frozen Fries,NB-00919-F,6.93,4.1,1.98,1,
920,Prime Select,Prime Select Original Shampoo,PS-00920-A,10.9,4.01,1.17,0,0
921,Northern Mills,Northern Mills Organic Deodorant,NM-00921-B,5.36,3.01,0.34,1,0
922,Coastal Fresh,Coastal Fresh Jumbo Frozen Pizza,CF-00922-G,3.98,2.61,0.94,No,0
923,Wholesome Co,Wholesome Co Organic Donuts,WC-00923-H,2.56,1.52,1.41,yes,0
924,Farmhouse Select,Farmhouse Select Gourmet Frozen Vegetables,FS-00924-U,$3.41,,2.49,1,1
925,pREMIUM cHOICE,Premium Choice Organic Cream,PC-00925-L,2.57,0.96,1.64,Yes,0
926,Heritage Foods,Heritage Foods Classic Sour Cream,HF-00926-E,5.95,3.65,0.61,No,yes
927,Northern Mills,Northern Mills Fresh Vitamins,NM-00927-J,7.38,3.78,0.31,0,0
928,Golden Harvest,Golden Harvest Extra Crunchy TV Dinner,GH-00928-G,3.5,2.43,2.45,1.0,0.0
929,Wholesome Co,Wholesome Co Extra Crunchy Tilapia,WC-00929-D,9.25,5.44,1.29,1,
930,Natures Best,Natures Best Original Laundry Detergent,NB-00930-O,10.49,4.41,2.24,yes,0
931,Northern Mills,Northern Mills Gourmet Paper Towels,NM-00931-D,3.65,2.02,2.1,1,no
932,Wholesome Co,Wholesome Co Original Aluminum Foil,WC-00932-K,3.36,1.64,1.43,0,0
933,TrueTaste,TrueTaste Original Toothpaste,T-00933-E,8.06,3.02,0.58,1,0
934,Golden Harvest,Golden Harvest Lite Bottled Water,GH-00934-Y,4.28,1.9,0.63,0.0,0
935,golden valley,Golden Valley Fresh Milk,GV-00935-J,2.84,3.18,2.47,no,1
936,EcoHarvest,EcoHarvest Mini Frozen Fries,E-00936-Z,4.25,1.95,1.87,1,0
937,Premium Choice,Premium Choice Lite Sausage,PC-00937-W,10.42,6.38,2.58,yes,0
938,Northern Mills,Northern Mills Family Size Bottled Water,NM-00938-N,2.21,0.87,2.94,True,N
939,BluePeak,BluePeak Family Size Muffins,B-00939-X,3.65,2.01,0.35,yes,0
940,Natures Best,Natures Best Original Ice Cream,NB-00940-R,$8.34,4.19,1.19,1.0,False
941,EcoHarvest,EcoHarvest Original Bar Soap,E-00941-Y,12.73,6.56,0.52,1,no
942,EcoHarvest,EcoHarvest Family Size Toothpaste,E-00942-V,7.61,3.8,0.95,1,N
943,  Heritage Foods  ,Heritage Foods Low Sodium Tilapia,HF-00943-O,6.16,4.12,1.87,1,0
944,Golden Harvest,Golden Harvest Lite Ice Cream,GH-00944-O,2.4,1.29,2.95,1,0
945,Family Choice,Family Choice Low Sodium Cookies,fc-00945-j,3.95,1.71,0.88,Yes,N
946,EcoHarvest,EcoHarvest Mini Laundry Detergent,E-00946-H,10.44,5.6,2.74,1.0,0
947,Natures Best,Natures Best Original Potato Chips,NB-00947-N,3.24,1.85,0.92,1.0,0
948,sUNRISE oRGANICS,Sunrise Organics Extra Crunchy Frozen Pizza,SO-00948-I,7.36,4.45,2.57,yes,1
949,Urban Pantry,Urban Pantry Extra Crunchy Pork Chops,UP-00949-K,10.71,7.22,2.95,True,1
950,Northern Mills,Northern Mills Reduced Fat Crackers,NM-00950-Q,$3.75,2.42,0.81,yes,0
951,Coastal Fresh,Coastal Fresh Mini Croissants,CF-00951-U,5.49,2.53,1.36,1.0,0
952,BluePeak,BluePeak Deluxe Dish Soap,B-00952-N,2.6,1.25,,1,No
953,Value Plus,Value Plus Organic Ground Beef,VP-00953-F,$9.16,3.63,1.11,0,0
954,Everyday Basics,Everyday Basics Low Sodium Ground Beef,EB-00954-W,$7.78,3.32,2.44,0.0,0
955,COASTAL FRESH,Coastal Fresh Gourmet Cod,CF-00955-X,$10.18,11.52,1.65,1,0
956,Golden Valley,Golden Valley Fresh Frozen Fries,GV-00956-N,4.59,2.0,2.83,1.0,0
957,TrueTaste,TrueTaste Fresh Crab Legs,T-00957-K,15.1,5.32,1.43,0,0
958,Family Choice,Family Choice Organic Dish Soap,FC-00958-R,$6.80,2.95,2.07,0,0
959,Hilltop Farms,Hilltop Farms Extra Crunchy Bottled Water,HF-00959-C,2.04,1.2,2.36,Y,0
960,Wholesome Co,Wholesome Co Fresh Lettuce,WC-00960-F,0.71,,1.02,0,0
961,Natures Best,Natures Best Low Sodium Bananas,NB-00961-Q,2.82,1.13,1.53,0.0,0
962,TrueTaste,TrueTaste Family Size Soda,T-00962-Q,1.81,1.0,2.47,No,0
963,Natures Best,Natures Best Original Trash Bags,NB-00963-B,5.33,3.31,2.93,0,N
964,Golden Harvest,Golden Harvest Deluxe Cookies,GH-00964-I,$2.45,1.32,0.63,1,0
965,GreenLeaf,GreenLeaf Value Pack Milk,G-00965-X,4.27,2.39,1.03,True,Y
966,BluePeak,BluePeak Classic Potato Chips,B-00966-N,4.69,2.79,0.77,1,0
967,Wholesome Co,Wholesome Co Mini Cream,WC-00967-R,$4.60,2.98,2.16,0,0
968,Premium Choice,Premium Choice Original Bagels,PC-00968-P,2.58,1.18,,No,0
969,GreenLeaf,GreenLeaf Value Pack Juice,G-00969-J,5.2,,1.46,1,0.0
970,Silver Creek,Silver Creek Original Onions,SC-00970-R,$3.62,2.33,2.94,0.0,no
971,Everyday Basics,Everyday Basics Low Sodium Dish Soap,EB-00971-V,$2.75,1.51,2.52,1,0
972,Family Choice,Family Choice Gourmet TV Dinner,FC-00972-A,5.43,2.32,1.86,1.0,no
973,value plus,Value Plus Reduced Fat TV Dinner,VP-00973-L,8.57,4.83,0.93,0,Y
974,farmhouse select,Farmhouse Select Jumbo Aluminum Foil,FS-00974-L,2.73,1.36,3.24,0,0
975,TrueTaste,TrueTaste Mini Potato Chips,T-00975-S,2.12,1.27,0.34,0,0
976,FARMHOUSE SELECT,Farmhouse Select Mini Coffee,FS-00976-U,$3.53,1.47,0.59,no,
977,BluePeak,BluePeak Gourmet Onions,B-00977-F,3.51,2.19,1.61,1,no
978,Golden Valley,Golden Valley Deluxe Sports Drink,GV-00978-K,1.07,0.48,2.12,0,0
979,Northern Mills,Northern Mills Mini Donuts,NM-00979-A,5.08,2.77,0.35,0,0
980,Northern Mills,Northern Mills Family Size TV Dinner,NM-00980-N,$8.61,4.84,2.57,1,0
981,Crystal Springs,Crystal Springs Classic Ice Cream,CS-00981-C,2.66,1.66,1.73,1,0
982,  Prime Select,Prime Select Mini Bottled Water,PS-00982-T,4.67,1.85,2.68,1,0
983,Hilltop Farms,Hilltop Farms Value Pack Bar Soap,HF-00983-A,2.78,1.34,1.17,1,0
984,Premium Choice,Premium Choice Original Tuna,PC-00984-E,$15.01,7.88,0.86,1,No
985,Coastal Fresh,Coastal Fresh Low Sodium Cream,CF-00985-S,$1.36,0.7,1.42,0,0
986,Urban Pantry,Urban Pantry Organic Bar Soap,UP-00986-Q,7.61,3.62,0.29,1,
987,Crystal Springs,Crystal Springs Value Pack Dish Soap,CS-00987-N,9.03,3.79,0.88,False,0
988,Prime Select,Prime Select Gourmet Cream,PS-00988-U,3.2,1.66,2.12,1.0,1
989,Natures Best,Natures Best Organic Croissants,NB-00989-V,5.25,1.92,0.56,1,0.0
990,Crystal Springs,Crystal Springs Low Sodium Sour Cream,CS-00990-Z,3.62,2.4,2.47,1,0
991,Coastal Fresh,Coastal Fresh Jumbo Bread,CF-00991-W,$2.91,1.15,0.64,1,0
992,GreenLeaf,GreenLeaf Organic Milk,G-00992-T,3.93,2.1,2.43,1,0.0
993,Meadowbrook,Meadowbrook Value Pack Cookies,M-00993-I,4.5,2.96,0.96,0,0
994,Urban Pantry,Urban Pantry Lite Dish Soap,UP-00994-T,8.65,5.57,3.3,1,0
995,Natures Best,Natures Best Mini Ground Beef,NB-00995-K,7.19,2.68,3.3,N,1
996,Prime Select,Prime Select Family Size Shampoo,PS-00996-W,2.34,0.9,0.21,0,0
997,wHOLESOME cO,Wholesome Co Lite Bagels,WC-00997-P,5.3,2.73,1.5,0,0
998,Farmhouse Select,Farmhouse Select Extra Crunchy Crackers,FS-00998-A,2.54,1.53,0.89,0,0
999,GreenLeaf,GreenLeaf Fresh Donuts,g-00999-e,4.73,2.43,1.14,1,0
1000,Urban Pantry,Urban Pantry Value Pack Carrots,UP-01000-L,1.84,1.13,2.5,False,0
1001,Coastal Fresh,Coastal Fresh Organic Bar Soap,CF-01001-E,11.22,4.63,0.72,0,N
1002,Meadowbrook,Meadowbrook Extra Crunchy Salmon Fillet,M-01002-G,4.28,2.92,1.51,no,No
1003,heritage foods,Heritage Foods Mini Apples,HF-01003-C,2.56,,0.73,0,0
1004,Natures Best,Natures Best Family Size Toothpaste,NB-01004-V,10.94,4.52,0.58,True,0
1005,gREENlEAF,GreenLeaf Low Sodium Milk,G-01005-K,4.37,2.31,2.09,0,N
1006,Sunrise Organics,Sunrise Organics Family Size Popcorn,SO-01006-X,3.77,2.36,0.54,1,False
1007,  Family Choice,Family Choice Value Pack Laundry Detergent,FC-01007-P,6.53,4.19,1.73,False,No
1008,Silver Creek,Silver Creek Organic Donuts,SC-01008-O,4.19,1.77,1.48,1,
1009,Urban Pantry,Urban Pantry Classic Paper Towels,UP-01009-K,6.63,3.72,3.86,1,0
1010,Farmhouse Select,Farmhouse Select Fresh Frozen Vegetables,FS-01010-L,8.83,4.57,2.82,0,0.0
1011,Pure Origins,Pure Origins Family Size Popcorn,PO-01011-B,4.09,2.73,0.72,yes,No
1012,Meadowbrook,Meadowbrook Deluxe Potato Chips,M-01012-L,2.98,1.34,0.45,0,1
1013,Value Plus,Value Plus Lite Apples,VP-01013-R,1.1,0.66,0.75,1,0
1014,truetaste,TrueTaste Traditional Trash Bags,T-01014-I,5.12,2.79,3.93,1,No
1015,Urban Pantry,Urban Pantry Traditional Rolls,UP-01015-A,4.56,1.93,0.94,Y,0.0
1016,Sunrise Organics,Sunrise Organics Family Size Lettuce,SO-01016-W,3.89,1.93,2.25,yes,0
1017,Everyday Basics,Everyday Basics Low Sodium Muffins,EB-01017-B,2.89,1.77,0.91,0,0
1018,Family Choice,Family Choice Reduced Fat Sour Cream,FC-01018-S,4.63,2.18,0.57,1,N
1019,GreenLeaf,GreenLeaf Extra Crunchy Waffles,G-01019-E,6.98,4.55,2.03,1.0,0
1020,Northern Mills,Northern Mills Deluxe Onions,NM-01020-A,1.59,0.8,1.45,no,0
1021,Prime Select,Prime Select Organic Bottled Water,PS-01021-P,$3.53,1.77,2.76,No,0.0
1022,Premium Choice,Premium Choice Organic Tilapia,PC-01022-Y,6.34,4.21,2.21,No,N
1023,Coastal Fresh,Coastal Fresh Original Crab Legs,CF-01023-W,8.66,3.51,1.75,yes,0
1024,American Classic,American Classic Family Size Pretzels,AC-01024-E,2.18,1.11,0.67,Yes,0
1025,Prime Select,Prime Select Organic Cream,PS-01025-B,6.47,3.88,2.42,0,0
1026,Northern Mills,Northern Mills Extra Crunchy Milk,NM-01026-J,1.44,0.58,1.12,1,0
1027,Heritage Foods,Heritage Foods Extra Crunchy Cookies,HF-01027-A,2.53,1.11,0.49,0,1
1028,eVERYDAY bASICS,Everyday Basics Mini Sports Drink,EB-01028-Q,5.92,2.76,1.23,yes,False
1029,Value Plus,Value Plus Low Sodium Milk,VP-01029-O,1.34,0.76,0.55,0,0
1030,Natures Best,Natures Best Lite Shampoo,NB-01030-N,3.94,2.45,0.26,Yes,no
1031,EcoHarvest,EcoHarvest Extra Crunchy Bagels,E-01031-F,1.88,1.19,1.07,False,no
1032,Everyday Basics,Everyday Basics Organic Crab Legs,EB-01032-M,5.51,2.17,0.8,N,False
1033,Value Plus,Value Plus Gourmet Sausage,VP-01033-E,$7.37,2.72,2.49,0,False
1034,American Classic,American Classic Lite Shrimp,AC-01034-V,9.59,5.9,,1,0
1035,hilltop farms,Hilltop Farms Jumbo Tilapia,HF-01035-C,13.55,7.12,1.54,N,0
1036,EcoHarvest,EcoHarvest Low Sodium Laundry Detergent,E-01036-Y,3.06,2.06,3.06,0,0
1037,Everyday Basics,Everyday Basics Lite Tuna,EB-01037-M,15.67,8.16,0.52,no,0
1038,EcoHarvest,EcoHarvest Deluxe Sausage,E-01038-C,10.13,6.22,1.06,0,0
1039,American Classic,American Classic Extra Crunchy Rolls,AC-01039-P,$2.55,1.45,0.77,no,0
1040,Northern Mills,Northern Mills Lite Apples,NM-01040-M,1.78,1.01,1.52,no,0
1041,Pure Origins,Pure Origins Lite Coffee,po-01041-g,2.17,1.26,2.7,0,N
1042,Wholesome Co,Wholesome Co Traditional Tilapia,WC-01042-F,4.93,,2.4,N,0
1043,Urban Pantry,Urban Pantry Organic Bar Soap,UP-01043-A,3.45,1.98,0.2,Y,N
1044,BluePeak,BluePeak Deluxe Deodorant,B-01044-Y,$10.76,5.22,0.23,0,0
1045,EcoHarvest,EcoHarvest Reduced Fat Sausage,E-01045-V,$3.17,1.47,1.0,False,0
1046,Value Plus,Value Plus Family Size Salmon Fillet,VP-01046-N,15.82,5.93,1.07,0.0,False
1047,EcoHarvest,EcoHarvest Classic Trash Bags,E-01047-S,2.45,1.38,1.15,no,0
1048,Silver Creek,Silver Creek Original Carrots,SC-01048-P,1.48,0.78,2.78,0,No
1049,TrueTaste,TrueTaste Mini Carrots,T-01049-S,1.52,0.83,2.91,Y,0
1050,Sunrise Organics,Sunrise Organics Classic Onions,SO-01050-Y,1.59,0.77,2.46,1,0
1051,Coastal Fresh,Coastal Fresh Gourmet Shampoo,CF-01051-E,6.1,4.05,1.12,0,0
1052,American Classic,American Classic Mini Bar Soap,AC-01052-K,8.02,4.71,1.02,,0
1053,Coastal Fresh,Coastal Fresh Value Pack TV Dinner,CF-01053-Y,7.44,2.64,2.34,1,N
1054,Crystal Springs,Crystal Springs Jumbo Butter,cs-01054-x,6.34,3.56,,1,No
1055,  Urban Pantry  ,Urban Pantry Low Sodium Sausage,UP-01055-Z,8.95,10.09,1.71,Y,yes
1056,Farmhouse Select,Farmhouse Select Family Size Cod,FS-01056-B,9.68,4.08,0.91,0,0
1057,fAMILY cHOICE,Family Choice Original Milk,FC-01057-A,$4.62,1.87,1.26,1,N
1058,Hilltop Farms,Hilltop Farms Family Size Onions,HF-01058-S,0.83,0.54,0.59,0,No
1059,Crystal Springs,Crystal Springs Lite Crackers,CS-01059-U,4.73,3.12,0.26,1,0
1060,TrueTaste,TrueTaste Mini Rolls,T-01060-P,4.64,2.9,1.11,No,0
1061,Hilltop Farms,Hilltop Farms Family Size Chicken Breast,HF-01061-B,7.06,4.65,1.1,0,True
1062,Meadowbrook,Meadowbrook Deluxe Yogurt,M-01062-W,6.18,3.84,1.01,1,Y
1063,Meadowbrook,Meadowbrook Classic Soda,M-01063-Y,2.44,1.39,1.85,no,no
1064,Everyday Basics,Everyday Basics Value Pack Bananas,EB-01064-H,0.98,0.45,2.91,1,0.0
1065,Pure Origins,Pure Origins Reduced Fat Tortilla Chips,PO-01065-P,$1.78,0.72,0.36,0.0,0
1066,Meadowbrook,Meadowbrook Jumbo Vitamins,M-01066-D,$8.67,4.39,1.02,0,N
1067,Urban Pantry,Urban Pantry Classic Tilapia,UP-01067-W,11.0,4.6,1.97,0,0
1068,EcoHarvest,EcoHarvest Traditional Salmon Fillet,E-01068-I,5.34,3.72,1.04,1,N
1069,Premium Choice,Premium Choice Family Size Bread,PC-01069-D,4.98,2.83,,1,0
1070,Farmhouse Select,Farmhouse Select Deluxe Bananas,FS-01070-K,1.99,0.92,1.66,0,0
1071,nATURES bEST,Natures Best Jumbo Laundry Detergent,NB-01071-P,5.2,3.41,3.43,1.0,no
1072,Heritage Foods,Heritage Foods Family Size Salmon Fillet,hf-01072-c,9.39,5.57,2.41,1,False
1073,Silver Creek,Silver Creek Deluxe Vitamins,SC-01073-H,12.98,4.99,0.6,1,0
1074,TrueTaste,TrueTaste Value Pack Coffee,T-01074-J,7.55,5.2,1.9,yes,No
1075,Northern Mills,Northern Mills Reduced Fat Paper Towels,NM-01075-A,6.74,4.48,1.31,No,0
1076,Value Plus,Value Plus Fresh Salmon Fillet,vp-01076-o,10.15,5.58,1.63,No,N
1077,Heritage Foods,Heritage Foods Traditional Bar Soap,HF-01077-J,6.82,4.46,0.64,1,N
1078,Silver Creek,Silver Creek Traditional Waffles,SC-01078-N,2.69,1.29,1.77,1,no
1079,EcoHarvest,EcoHarvest Deluxe Donuts,E-01079-I,4.52,2.79,1.4,False,no
1080,EcoHarvest,EcoHarvest Family Size Milk,E-01080-H,5.35,2.14,2.36,0,1
1081,Everyday Basics,Everyday Basics Classic Frozen Fries,EB-01081-M,5.76,3.2,,1.0,N
1082,Northern Mills,Northern Mills Value Pack Tilapia,NM-01082-A,4.8,2.02,1.13,0,0
1083,Crystal Springs,Crystal Springs Fresh Dish Soap,CS-01083-D,$3.73,1.82,1.48,1,0
1084,GreenLeaf,GreenLeaf Value Pack Croissants,G-01084-A,5.04,2.37,1.04,1,0
1085,Coastal Fresh,Coastal Fresh Gourmet Donuts,CF-01085-R,2.06,1.18,1.35,1,0
1086,Northern Mills,Northern Mills Family Size Tortilla Chips,NM-01086-G,2.33,1.24,,no,1
1087,TrueTaste,TrueTaste Family Size Yogurt,T-01087-C,6.28,,1.58,0,0
1088,NATURES BEST,Natures Best Organic Tortilla Chips,NB-01088-C,4.81,2.9,0.35,True,False
1089,Farmhouse Select,Farmhouse Select Gourmet Milk,FS-01089-C,2.93,1.09,2.24,0,0.0
1090,Silver Creek,Silver Creek Deluxe Milk,SC-01090-N,2.34,1.2,2.15,1,1.0
1091,Silver Creek,Silver Creek Gourmet Pork Chops,sc-01091-p,7.94,4.75,,True,1
1092,Coastal Fresh,Coastal Fresh Gourmet Tortilla Chips,CF-01092-F,4.64,2.37,0.27,N,N
1093,natures best,Natures Best Extra Crunchy TV Dinner,NB-01093-D,8.98,5.66,2.94,1,1
1094,Wholesome Co,Wholesome Co Original Rolls,WC-01094-K,1.84,0.96,0.41,no,0.0
1095,TrueTaste  ,TrueTaste Deluxe Shrimp,T-01095-V,8.11,3.62,1.66,0.0,0
1096,Prime Select,Prime Select Family Size Tomatoes,PS-01096-Z,0.57,0.24,0.83,1,0
1097,Pure Origins,Pure Origins Organic Coffee,PO-01097-T,7.05,3.25,0.56,0,0
1098,Silver Creek,Silver Creek Gourmet Dish Soap,SC-01098-F,6.47,3.95,3.49,0,0
1099,Silver Creek,Silver Creek Low Sodium Cookies,SC-01099-R,4.22,2.31,0.31,1,0
